CategoryID,CategoryLevel,CategoryName,CategoryParentID,UpdateTime,CategoryVersion
123709,4,Bags & Backpacks,21228,,
21230,4,Goggles,21228,,
21231,4,"Racks, Luggage & Carriers",21228,,
79785,4,Sunglasses,21228,,
123710,4,Wax & Tuning,21228,,
21232,4,Other Skiing Accessories,21228,,
21233,3,"Clothing, Hats & Gloves",16059,,
21234,4,Gloves,21233,,
62175,4,Hats & Headwear,21233,,
36260,4,Helmets,21233,,
26346,4,Jackets & Tops,21233,,
36261,4,Salopettes & Trousers,21233,,
62178,4,Ski Suits,21233,,
97064,4,Socks,21233,,
62171,4,Thermals & Base Layers,21233,,
16060,4,Other Ski Clothing,21233,,
91566,3,DVDs & Videos,16059,,
16062,3,Skis,16059,,
21238,3,Ski Bindings,16059,,
21239,3,Ski Boots,16059,,
58129,3,Ski Poles,16059,,
151576,3,Trophies,16059,,
1302,3,Other Skiing,16059,,
21567,2,Snooker & Pool,382,,
73180,3,Balls,21567,,
75195,3,Books & Magazines,21567,,
73181,3,Chalk,21567,,
21568,3,Cues,21567,,
21211,3,Cue Cases,21567,,
75188,3,Cue Tips,21567,,
123708,3,DVDs & Videos,21567,,
21213,3,Pool Tables,21567,,
75185,3,Racks,21567,,
90879,3,Scoreboards,21567,,
21569,3,Snooker Tables,21567,,
101730,3,Table Brushes & Accessories,21567,,
91569,3,Table Covers,21567,,
75189,3,Table Lighting/ Lamps,21567,,
151570,3,Trophies,21567,,
1292,3,Other Snooker & Pool,21567,,
21247,2,Snowboarding,382,,
123705,3,Accessories,21247,,
90882,4,Goggles & Sunglasses,123705,,
21229,4,Snowboard Bags & Rucksacks,123705,,
109157,4,Stickers,123705,,
62170,4,Wax & Tuning,123705,,
123706,4,Other Snowboarding Accessories,123705,,
21248,3,Bindings,21247,,
36292,3,Boots,21247,,
90880,3,"Clothing, Hats & Gloves",21247,,
90881,4,Gloves & Socks,90880,,
90883,4,Hats & Helmets,90880,,
93818,4,Jackets & Tops,90880,,
36290,4,T-Shirts,90880,,
93824,4,Thermals & Base Layers,90880,,
90885,4,Trousers & Salopettes,90880,,
21571,4,Other Snowboarding Clothing,90880,,
82301,3,DVDs & Videos,21247,,
90886,3,Protection & Safety,21247,,
93825,3,Snowboards,21247,,
109156,3,Snowdecks,21247,,
1303,3,Other Snowboarding,21247,,
62166,2,Squash,382,,
106480,3,Balls,62166,,
106481,3,Clothing,62166,,
62167,3,Protective Gear,62166,,
62169,3,Rackets,62166,,
106482,3,Racket Covers,62166,,
106483,3,Shoes & Trainers,62166,,
151556,3,Trophies,62166,,
106484,3,Other Squash,62166,,
22709,2,Surfing,382,,
71167,3,Accessories,22709,,
71168,3,Bodyboards,22709,,
151563,3,Clothing,22709,,
73182,4,Men's Clothing,151563,,
151564,4,Women's Clothing,151563,,
101728,3,DVDs & Videos,22709,,
112966,3,Longboards,22709,,
22711,3,"Stickers, Books & Posters",22709,,
151565,3,Sunglasses,22709,,
22710,3,Surfboards,22709,,
22712,3,Wetsuits,22709,,
2916,3,Other Surfing,22709,,
74050,2,Swimming,382,,
79801,3,Floats & Inflatables,74050,,
74051,3,Goggles,74050,,
101729,3,Snorkels/ Masks/ Flippers,74050,,
117162,3,Swimming Caps,74050,,
97071,3,Swimming Pool Equipment,74050,,
123707,3,Swimwear,74050,,
140037,4,Children's Swimwear,123707,,
140041,4,Men's Swimwear,123707,,
140051,4,Women's Swimwear,123707,,
90878,3,Towels,74050,,
151568,3,Trophies,74050,,
36269,3,Other Swimming,74050,,
97072,2,Table Tennis,382,,
97073,3,Balls,97072,,
36277,3,Bats/ Paddles/ Blades,97072,,
101732,3,Clothing,97072,,
97074,3,"Rubbers, Glues & Cleaners",97072,,
151573,3,Shoes & Trainers,97072,,
97075,3,Tables & Table Accessories,97072,,
151574,3,Trophies,97072,,
97076,3,Other Table Tennis,97072,,
20868,2,Tennis,382,,
20869,3,Bags & Racket Covers,20868,,
20870,3,Balls,20868,,
62229,3,Clothing,20868,,
20871,3,Rackets,20868,,
62230,3,Shoes & Trainers,20868,,
101726,3,Strings & Grips,20868,,
101727,3,Stringing Machines,20868,,
151562,3,Sunglasses,20868,,
83053,3,Training Aids,20868,,
151561,3,Trophies,20868,,
97077,3,Other Tennis,20868,,
23806,2,Waterskiing & Wakeboarding,382,,
47361,3,Bindings & Accessories,23806,,
117155,3,Boots,23806,,
117157,3,Jetskis,23806,,
117159,3,Ski Vests/ Jackets,23806,,
64684,3,"Life Jackets, Vests",23806,,
74048,3,Ropes & Handles,23806,,
47363,3,Wakeboards & Kneeboards,23806,,
71175,3,Water Skis,23806,,
151566,3,Wetsuits,23806,,
15272,3,Other Waterski & Wakeboarding,23806,,
117165,2,Windsurfing,382,,
117166,3,Wetsuits,117165,,
117167,3,Windsurfing Boards,117165,,
117168,3,Windsurfing Harnesses,117165,,
117169,3,Windsurfing Masts,117165,,
117170,3,Windsurfing Sails,117165,,
117171,3,Windsurfing Sets,117165,,
151575,3,Trophies,117165,,
2920,3,Other Windsurfing,117165,,
40141,2,Other Sporting Goods,382,,
47322,3,Fencing,40141,,
91560,3,Gaelic Sports,40141,,
16043,3,Lacrosse,40141,,
98956,3,Mountainboarding/ Kiteboarding,40141,,
109151,3,Netball,40141,,
91561,3,Paragliding/ Parachuting,40141,,
117163,3,Polo,40141,,
2919,3,Volleyball,40141,,
36306,3,Wrestling,40141,,
310,3,Other Sporting Goods,40141,,
64482,1,Sports Memorabilia,64482,,
24475,2,American Football Memorabilia,64482,,
2832,3,Autographs,24475,,
68348,3,Badges/ Pins,24475,,
27277,3,Clothing,24475,,
27278,3,Photographs,24475,,
68349,3,Programmes,24475,,
215,3,Trading Cards,24475,,
206,3,Other American Football,24475,,
31633,2,Boxing Memorabilia,64482,,
2830,3,Autographs,31633,,
27272,3,Gloves,31633,,
27273,3,Photographs,31633,,
31634,3,Prints/ Posters,31633,,
31635,3,Programmes,31633,,
1227,3,Other Boxing Memorabilia,31633,,
27391,2,Cricket Memorabilia,64482,,
123711,3,Ashes Memorabilia,27391,,
68350,3,Autographs,27391,,
68351,4,Signed Bats,68350,,
101733,4,Signed Caps,68350,,
68352,4,Signed Photos,68350,,
101734,4,Signed Prints,68350,,
68353,4,Signed Scorecards,68350,,
68354,4,Signed Team Sheets,68350,,
6087,4,Other Cricket Autographs,68350,,
112971,3,Bats,27391,,
101735,3,Books/ Publications,27391,,
107438,3,Ceramics/ Plates,27391,,
68355,3,Photographs,27391,,
68356,3,Prints,27391,,
68357,3,Programmes,27391,,
27358,3,Scorecards,27391,,
53623,3,Shirts/ Clothing,27391,,
27360,3,Wisden,27391,,
2853,3,Other Cricket Memorabilia,27391,,
6093,2,Football Memorabilia,64482,,
53600,3,Autographs (Original),6093,,
97083,4,Signed Balls,53600,,
68269,4,Signed Books,53600,,
68270,4,Signed Boots,53600,,
68271,4,Signed Cards,53600,,
53602,5,Premiership Players/ Clubs,68271,,
68272,5,Lower Division Players/ Clubs,68271,,
68273,5,Scottish Players/ Clubs,68271,,
68274,5,European Players/ Clubs,68271,,
97084,5,Retired Players,68271,,
68275,5,Other Signed Cards,68271,,
53604,4,Signed Footballs,53600,,
68276,4,Signed Gloves,53600,,
53605,4,Signed Pennants,53600,,
72521,4,Signed Photos,53600,,
27290,5,Premiership Players/ Clubs,72521,,
72522,5,Lower Division Players/ Clubs,72521,,
72523,5,Scottish Players/ Clubs,72521,,
72524,5,European Players/ Clubs,72521,,
97085,5,Retired Players,72521,,
72525,5,Other Signed Photos,72521,,
68277,4,Signed Prints,53600,,
53603,4,Signed Programmes,53600,,
68278,4,Signed Shirts,53600,,
27289,5,Premiership Players/ Clubs,68278,,
68279,5,Lower Division Players/ Clubs,68278,,
68280,5,Scottish Players/ Clubs,68278,,
68281,5,European Players/ Clubs,68278,,
97086,5,Retired Players,68278,,
68282,5,Other Signed Shirts,68278,,
53601,4,Signed Trading Cards,53600,,
2841,4,Other Autographs,53600,,
68283,3,Autographs (Pre-Printed),6093,,
53606,3,Badges/ Pins,6093,,
53611,4,Premiership Clubs,53606,,
53607,4,Championship Clubs,53606,,
53608,4,League One Clubs,53606,,
53609,4,League Two Clubs,53606,,
68284,4,Non-League Clubs,53606,,
53612,4,Scottish Clubs,53606,,
68285,4,European Clubs,53606,,
53610,4,National Teams,53606,,
53613,4,Stone Island,53606,,
10365,4,Other Badges/ Pins,53606,,
101741,3,Bottle Openers,6093,,
68286,3,Calendars,6093,,
68287,3,Caps/ Hats,6093,,
101742,3,Ceramics/ Plates,6093,,
101743,3,Clocks,6093,,
68289,3,Fanzines/ Journals/ Magazines,6093,,
21544,3,Figures (Corinthians),6093,,
68290,4,Microstars,21544,,
21545,5,UK,68290,,
68291,5,Ireland & Overseas,68290,,
53622,4,Platinum Packs,21544,,
68292,4,Prostars,21544,,
21547,5,UK,68292,,
68293,5,Ireland & Overseas,68292,,
21548,4,Special Releases,21544,,
21549,4,95-98 Releases,21544,,
72540,4,Collections/ Bulk Lots,21544,,
5184,4,Other Corinthians,21544,,
68297,3,Figures (Other Manufacturers),6093,,
101751,3,Fixture Cards/ Lists,6093,,
53614,3,Handbooks/ Annuals,6093,,
68294,3,Keyrings,6093,,
101749,3,Lighters,6093,,
101750,3,Magnets,6093,,
68295,3,Medals/ Coins,6093,,
97089,3,Menus,6093,,
91574,3,Mousemats,6093,,
68296,3,Mugs/ Tankards,6093,,
53615,3,Pennants/ Flags,6093,,
68298,3,Photographs,6093,,
53617,4,Aerial Photographs,68298,,
68299,4,Player Photographs,68298,,
68300,4,Team Photographs,68298,,
68301,4,Other Photographs,68298,,
68302,3,Postal Covers,6093,,
53618,3,Postcards,6093,,
53619,3,Posters,6093,,
53620,3,Prints/ Pictures,6093,,
101752,3,Records/ CDs/ Songs,6093,,
101753,3,Rugs,6093,,
27393,3,Scarves,6093,,
53599,3,Tickets/ Stubs,6093,,
53632,4,League Fixtures (Pre-1992),53599,,
53637,4,League Fixtures (1992-2004),53599,,
97078,4,League Fixtures (2004-Now),53599,,
97079,4,Non-League Fixtures,53599,,
97080,4,Charity Shield Fixtures,53599,,
53631,4,FA Cup Fixtures,53599,,
72561,4,League Cup Fixtures,53599,,
53638,4,Scottish Fixtures,53599,,
53635,4,European Club Fixtures,53599,,
53636,4,International Fixtures,53599,,
68344,4,World Cup Fixtures,53599,,
72562,4,Friendly/ Pre-Season Fixtures,53599,,
97081,4,Reserve Fixtures,53599,,
97082,4,Schoolboy/ Junior Fixtures,53599,,
72563,4,Testimonial Fixtures,53599,,
10367,4,Other Tickets/ Stubs,53599,,
101736,3,Towels,6093,,
53598,3,Trading Cards/ Stickers,6093,,
53662,4,Pre-1930,53598,,
72559,4,1930s,53598,,
72560,4,1940s,53598,,
68345,4,1950s,53598,,
53664,4,1960s,53598,,
10767,4,1970s,53598,,
53667,4,1980s,53598,,
2970,4,1990s,53598,,
53666,4,2000s,53598,,
101737,4,Shoot-Out,53598,,
101738,3,Trophies,6093,,
101739,3,Watches,6093,,
101740,3,Wristbands,6093,,
2885,3,Other Football Memorabilia,6093,,
53621,2,Football Programmes,64482,,
106534,3,League Fixtures,53621,,
117173,4,League Fixtures (Pre-1950),106534,,
117174,5,First Division Fixtures,117173,,
117175,5,Second Division Fixtures,117173,,
117176,5,Third Division Fixtures,117173,,
106535,4,League Fixtures (1950-1958),106534,,
106536,5,First Division Fixtures,106535,,
106537,5,Second Division Fixtures,106535,,
106538,5,Third Division Fixtures,106535,,
106540,4,League Fixtures (1958-1969),106534,,
106541,5,First Division Fixtures,106540,,
106544,5,Second Division Fixtures,106540,,
106542,5,Third Division Fixtures,106540,,
106543,5,Fourth Division Fixtures,106540,,
106545,4,League Fixtures (1970-1979),106534,,
106546,5,First Division Fixtures,106545,,
106547,5,Second Division Fixtures,106545,,
106548,5,Third Division Fixtures,106545,,
106549,5,Fourth Division Fixtures,106545,,
68303,4,League Fixtures (1980-1992),106534,,
68304,5,First Division Fixtures,68303,,
68305,5,Second Division Fixtures,68303,,
68306,5,Third Division Fixtures,68303,,
68307,5,Fourth Division Fixtures,68303,,
68309,4,League Fixtures (1992-2004),106534,,
53647,5,Premiership Fixtures,68309,,
53639,5,Division 1 Fixtures,68309,,
53640,5,Division 2 Fixtures,68309,,
53641,5,Division 3 Fixtures,68309,,
86979,4,League Fixtures (2004-Now),106534,,
86980,5,Premiership Fixtures,86979,,
86981,5,Championship Fixtures,86979,,
86982,5,League One Fixtures,86979,,
86983,5,League Two Fixtures,86979,,
90887,3,Non-League Fixtures,53621,,
90888,4,Pre-1950,90887,,
90889,4,1950s,90887,,
90890,4,1960s,90887,,
68308,4,1970s,90887,,
90891,4,1980s,90887,,
90892,4,1990s,90887,,
90893,4,2000s,90887,,
106552,3,Charity Shield Fixtures,53621,,
106553,4,Pre-1950,106552,,
106554,4,1950s,106552,,
106555,4,1960s,106552,,
106556,4,1970s,106552,,
106557,4,1980s,106552,,
72541,4,1990s,106552,,
106558,4,2000s,106552,,
68311,3,FA Cup Fixtures,53621,,
68312,4,Pre-1950,68311,,
69196,4,1950s,68311,,
68313,4,1960s,68311,,
68314,4,1970s,68311,,
53643,4,1980s,68311,,
68315,4,1990s,68311,,
68316,4,2000s,68311,,
68317,3,League Cup Fixtures,53621,,
68318,4,1960s,68317,,
68319,4,1970s,68317,,
53646,4,1980s,68317,,
68320,4,1990s,68317,,
68321,4,2000s,68317,,
68322,3,Scottish Fixtures,53621,,
68323,4,Pre-1950,68322,,
68324,4,1950s,68322,,
68325,4,1960s,68322,,
68326,4,1970s,68322,,
53648,4,1980s,68322,,
68327,4,1990s,68322,,
68328,4,2000s,68322,,
68329,3,European Club Fixtures,53621,,
123712,4,Champions' League (1992-Now),68329,,
123713,5,1992-1999,123712,,
53642,5,2000s,123712,,
123714,4,European Cup (1955-1992),68329,,
123715,5,1950s,123714,,
123716,5,1960s,123714,,
123717,5,1970s,123714,,
68330,5,1980-1992,123714,,
123718,4,UEFA/ Fairs Cup,68329,,
123719,5,1950s,123718,,
123720,5,1960s,123718,,
123721,5,1970s,123718,,
123722,5,1980s,123718,,
123723,5,1990s,123718,,
68331,5,2000s,123718,,
123724,4,Cup Winners' Cup,68329,,
123725,5,1960s,123724,,
123726,5,1970s,123724,,
123727,5,1980s,123724,,
68332,5,1990s,123724,,
72542,4,European Super Cup,68329,,
75688,4,World Club Championship,68329,,
80105,4,Anglo-Italian Cup,68329,,
72543,4,InterToto Cup,68329,,
68333,4,Other European Fixtures,68329,,
68341,3,International Fixtures,53621,,
97087,4,World Cup Fixtures,68341,,
97088,5,World Cup Qualifying Fixtures,97087,,
53649,5,World Cup Tournament Fixtures,97087,,
101746,4,European Championship Fixtures,68341,,
101747,5,European Champs Qualifying,101746,,
101748,5,European Champs Tournament,101746,,
101826,4,Friendly Internationals,68341,,
53645,5,England Fixtures,101826,,
72546,5,England-Scotland Fixtures,101826,,
72547,5,Scotland Fixtures,101826,,
80106,5,Wales Fixtures,101826,,
68342,4,Other International Fixtures,68341,,
68334,3,Friendly/ Pre-Season Fixtures,53621,,
72544,4,Pre-1950,68334,,
72545,4,1950s,68334,,
68335,4,1960s,68334,,
68336,4,1970s,68334,,
53644,4,1980s,68334,,
68337,4,1990s,68334,,
68338,4,2000s,68334,,
106559,3,Reserve Fixtures,53621,,
106560,4,Pre-1950,106559,,
106561,4,1950s,106559,,
106562,4,1960s,106559,,
106563,4,1970s,106559,,
106564,4,1980s,106559,,
72548,4,1990s,106559,,
106565,4,2000s,106559,,
72558,3,Schoolboy/ Youth Fixtures,53621,,
106566,3,Testimonial Fixtures,53621,,
106567,4,Pre-1950,106566,,
106568,4,1950s,106566,,
106569,4,1960s,106566,,
106570,4,1970s,106566,,
106571,4,1980s,106566,,
68339,4,1990s,106566,,
106572,4,2000s,106566,,
101744,3,Women's Fixtures,53621,,
68340,3,Collections/ Bulk Lots,53621,,
6091,3,Other Football Programmes,53621,,
53597,2,Football Shirts,64482,,
106485,3,English League Clubs,53597,,
106486,4,Arsenal,106485,,
106487,4,Aston Villa,106485,,
123756,4,Barnet,106485,,
109167,4,Barnsley,106485,,
106488,4,Brighton & Hove Albion,106485,,
106489,4,Birmingham City,106485,,
106490,4,Blackburn Rovers,106485,,
109168,4,Blackpool,106485,,
106491,4,Bolton Wanderers,106485,,
117177,4,Boston United,106485,,
109169,4,Bournemouth,106485,,
109170,4,Bradford City,106485,,
109171,4,Brentford,106485,,
109172,4,Bristol City,106485,,
123757,4,Bristol Rovers,106485,,
106492,4,Burnley,106485,,
117178,4,Bury,106485,,
117179,4,Carlisle United,106485,,
106493,4,Cardiff City,106485,,
106494,4,Charlton Athletic,106485,,
117180,4,Cheltenham Town,106485,,
106495,4,Chelsea,106485,,
117181,4,Chester City,106485,,
109173,4,Chesterfield,106485,,
109174,4,Colchester United,106485,,
106496,4,Coventry City,106485,,
106497,4,Crewe Alexandra,106485,,
106498,4,Crystal Palace,106485,,
117182,4,Darlington,106485,,
106499,4,Derby County,106485,,
109175,4,Doncaster Rovers,106485,,
106500,4,Everton,106485,,
106501,4,Fulham,106485,,
106502,4,Gillingham,106485,,
117183,4,Grimsby Town,106485,,
109176,4,Hartlepool United,106485,,
109177,4,Huddersfield Town,106485,,
109178,4,Hull City,106485,,
106503,4,Ipswich Town,106485,,
106504,4,Leeds United,106485,,
106505,4,Leicester City,106485,,
117184,4,Leyton Orient,106485,,
117185,4,Lincoln City,106485,,
106506,4,Liverpool,106485,,
109179,4,Luton Town,106485,,
117186,4,Macclesfield Town,106485,,
106507,4,Manchester City,106485,,
106508,4,Manchester United,106485,,
123758,4,Mansfield Town,106485,,
106509,4,Middlesbrough,106485,,
106510,4,Millwall,106485,,
109180,4,Milton Keynes Dons/ Wimbledon,106485,,
106511,4,Newcastle United,106485,,
117187,4,Northampton Town,106485,,
106512,4,Norwich City,106485,,
106513,4,Nottingham Forest,106485,,
117188,4,Notts County,106485,,
109181,4,Oldham Athletic,106485,,
117189,4,Oxford United,106485,,
109182,4,Peterborough United,106485,,
106514,4,Plymouth Argyle,106485,,
106515,4,Portsmouth,106485,,
109183,4,Port Vale,106485,,
106516,4,Preston North End,106485,,
106517,4,QPR,106485,,
106518,4,Reading,106485,,
117190,4,Rochdale,106485,,
106519,4,Rotherham United,106485,,
117191,4,Rushden & Diamonds,106485,,
123759,4,Scunthorpe United,106485,,
106520,4,Sheffield United,106485,,
109184,4,Sheffield Wednesday,106485,,
117192,4,Shrewsbury Town,106485,,
106521,4,Southampton,106485,,
123760,4,Southend United,106485,,
109185,4,Stockport County,106485,,
106522,4,Stoke City,106485,,
106523,4,Sunderland,106485,,
123761,4,Swansea City,106485,,
109186,4,Swindon Town,106485,,
109187,4,Torquay United,106485,,
106524,4,Tottenham Hotspur,106485,,
109188,4,Tranmere Rovers,106485,,
109189,4,Walsall,106485,,
106525,4,Watford,106485,,
106526,4,West Bromwich Albion,106485,,
106527,4,West Ham United,106485,,
106528,4,Wigan Athletic,106485,,
106529,4,Wolverhampton Wanderers,106485,,
109190,4,Wrexham,106485,,
117193,4,Wycombe Wanderers,106485,,
123762,4,Yeovil Town,106485,,
53629,4,Other English Clubs,106485,,
123763,3,English Non-League Clubs,53597,,
112992,3,Scottish Clubs,53597,,
112993,4,Aberdeen,112992,,
112994,4,Celtic,112992,,
112995,4,Dundee,112992,,
112996,4,Dundee Utd,112992,,
112997,4,Dunfermline,112992,,
112998,4,Hearts,112992,,
112999,4,Hibernian,112992,,
113000,4,Inverness Caledonian Thistle,112992,,
113001,4,Kilmarnock,112992,,
113002,4,Livingston,112992,,
113003,4,Motherwell,112992,,
113004,4,Rangers,112992,,
53630,4,Other Scottish Clubs,112992,,
112972,3,Overseas Clubs,53597,,
123728,4,African Clubs,112972,,
123729,4,Argentinian Clubs,112972,,
123730,4,Brazilian Clubs,112972,,
123731,4,Danish Clubs,112972,,
112973,4,Dutch Clubs,112972,,
112974,4,French Clubs,112972,,
112975,4,German Clubs,112972,,
123732,4,Greek Clubs,112972,,
123733,4,Irish Clubs,112972,,
112976,4,Italian Clubs,112972,,
123734,4,Japanese Clubs,112972,,
123735,4,Norwegian Clubs,112972,,
123736,4,Polish Clubs,112972,,
112977,4,Portuguese Clubs,112972,,
123737,4,Russian Clubs,112972,,
112978,4,Spanish Clubs,112972,,
123738,4,Swedish Clubs,112972,,
123739,4,Swiss Clubs,112972,,
123740,4,Turkish Clubs,112972,,
123741,4,US/ MLS Clubs,112972,,
53627,4,Other Overseas Clubs,112972,,
112979,3,National Teams,53597,,
123742,4,Africa,112979,,
112980,4,Argentina,112979,,
123743,4,Australia,112979,,
123744,4,Belgium,112979,,
112981,4,Brazil,112979,,
123745,4,Denmark,112979,,
112982,4,England,112979,,
112983,4,France,112979,,
112984,4,Germany,112979,,
123746,4,Greece,112979,,
112985,4,Holland,112979,,
112986,4,Ireland,112979,,
112987,4,Italy,112979,,
123747,4,Japan,112979,,
123748,4,Northern Ireland,112979,,
123749,4,Norway,112979,,
123750,4,Poland,112979,,
123751,4,Russia/ USSR,112979,,
112988,4,Portugal,112979,,
112989,4,Scotland,112979,,
112990,4,Spain,112979,,
123752,4,Sweden,112979,,
123753,4,Switzerland,112979,,
123754,4,Turkey,112979,,
123755,4,USA,112979,,
112991,4,Wales,112979,,
53628,4,Other National Teams,112979,,
10366,3,Other Football Shirts,53597,,
31647,2,Golf Memorabilia,64482,,
1223,3,Autographs,31647,,
101724,3,Books/ Publications,31647,,
106550,3,Ceramics/ Plates,31647,,
25548,3,Clothing,31647,,
53650,3,Markers,31647,,
27282,3,Photographs,31647,,
68358,3,Prints,31647,,
68359,3,Programmes,31647,,
113005,3,Ryder Cup,31647,,
38327,3,Vintage Balls,31647,,
38328,3,Vintage Clubs,31647,,
428,3,Other Golf Memorabilia,31647,,
31663,2,Horse Racing Memorabilia,64482,,
75694,3,Autographs,31663,,
27403,3,Badges/ Pins,31663,,
101725,3,Books/ Publications,31663,,
43363,3,Cards,31663,,
106551,3,Ceramics/ Plates,31663,,
113006,3,Grand National,31663,,
31666,3,Photographs,31663,,
27405,3,Prints,31663,,
27406,3,Race Cards,31663,,
68360,3,Timeform,31663,,
429,3,Other Horse Racing,31663,,
24510,2,Ice Hockey Memorabilia,64482,,
2833,3,Autographs,24510,,
68361,3,Badges/ Pins,24510,,
27284,3,Clothing,24510,,
27285,3,Photographs,24510,,
90894,3,Programmes,24510,,
216,3,Trading Cards,24510,,
780,3,Other Ice Hockey Memorabilia,24510,,
68362,2,Motor Sport Memorabilia,64482,,
113007,3,Banger Racing,68362,,
27394,3,Formula 1,68362,,
2835,4,Autographs,27394,,
53651,4,Badges & Stickers,27394,,
123764,4,Books & Magazines,27394,,
27395,4,Caps & Helmets,27394,,
27401,4,Clothing,27394,,
123765,4,DVDs & Videos,27394,,
27397,4,Models,27394,,
68363,4,Photographs,27394,,
68364,4,Postcards,27394,,
27399,4,Posters & Prints,27394,,
27400,4,Programmes & Guides,27394,,
2876,4,Other Formula 1,27394,,
101755,3,Le Mans,68362,,
46156,3,Nascar,68362,,
19293,3,Rally,68362,,
27410,3,Speedway,68362,,
75689,4,Autographs,27410,,
27411,4,Badges & Stickers,27410,,
101754,4,Books & Magazines,27410,,
123767,4,Caps & Helmets,27410,,
68365,4,Clothing,27410,,
123766,4,DVDs & Videos,27410,,
68366,4,Photographs,27410,,
123768,4,Postcards,27410,,
123769,4,Posters & Prints,27410,,
27413,4,Programmes & Guides,27410,,
19294,4,Other Speedway,27410,,
68367,3,Stock Cars,68362,,
123770,3,Superbikes,68362,,
123771,4,Autographs,123770,,
123772,4,Badges & Stickers,123770,,
123773,4,Books & Magazines,123770,,
123774,4,Caps & Helmets,123770,,
123775,4,Clothing,123770,,
137871,4,DVDs & Videos,123770,,
123777,4,Photographs,123770,,
123778,4,Postcards,123770,,
123779,4,Posters & Prints,123770,,
123780,4,Programmes & Guides,123770,,
27408,4,Other Superbikes,123770,,
68368,3,Touring Cars,68362,,
2875,3,Other Motor Sport Memorabilia,68362,,
27291,2,Olympic Memorabilia,64482,,
106574,3,London 2012,27291,,
106575,3,Beijing 2008,27291,,
788,3,Athens 2004,27291,,
106576,3,Sydney 2000,27291,,
106577,3,Atlanta 1996,27291,,
106578,3,Barcelona 1992,27291,,
106579,3,Seoul 1988,27291,,
106580,3,Los Angeles 1984,27291,,
106581,3,Moscow 1980,27291,,
112968,3,Montreal 1976,27291,,
112969,3,Munich 1972,27291,,
112970,3,Mexico City 1968,27291,,
106582,3,London 1948,27291,,
106583,3,Berlin 1936,27291,,
106584,3,Winter Olympics,27291,,
106585,3,Other Olympic Memorabilia,27291,,
53653,2,Rugby League Memorabilia,64482,,
68369,3,Autographs,53653,,
113008,3,Balls,53653,,
68370,3,Photographs,53653,,
101759,3,Posters,53653,,
101760,3,Prints,53653,,
75695,3,Programmes,53653,,
75696,4,Pre-1960,75695,,
75697,4,1960s,75695,,
75698,4,1970s,75695,,
75699,4,1980s,75695,,
53654,4,1990s,75695,,
75700,4,2000s,75695,,
53655,3,Shirts,53653,,
68371,3,Tickets/ Stubs,53653,,
123781,3,Ties,53653,,
2880,3,Other Rugby League Memorabilia,53653,,
53656,2,Rugby Union Memorabilia,64482,,
2839,3,Autographs,53656,,
113009,3,Balls,53656,,
113010,3,British Lions,53656,,
68372,3,Photographs,53656,,
101761,3,Posters,53656,,
101762,3,Prints,53656,,
75701,3,Programmes,53656,,
75702,4,Pre-1960,75701,,
75703,4,1960s,75701,,
75704,4,1970s,75701,,
75705,4,1980s,75701,,
53657,4,1990s,75701,,
75706,4,2000s,75701,,
53658,3,Shirts,53656,,
68373,3,Tickets/ Stubs,53656,,
123782,3,Ties,53656,,
2881,3,Other Rugby Union Memorabilia,53656,,
21550,2,Subbuteo,64482,,
21551,3,Football Accessories,21550,,
21552,3,Heavyweight Teams,21550,,
21553,3,Lightweight Teams,21550,,
68374,3,Rugby/ Cricket Sets,21550,,
10072,3,Other Subbuteo,21550,,
430,2,Tennis Memorabilia,64482,,
31677,2,Wrestling Memorabilia,64482,,
2845,3,Autographs,31677,,
31678,3,Belts,31677,,
53660,3,Clothing,31677,,
68375,3,Figures,31677,,
68376,3,Magazines,31677,,
31679,3,Photographs,31677,,
68377,3,Prints/ Posters,31677,,
43367,3,Publications,31677,,
2978,3,Trading Cards/ Stickers,31677,,
2902,3,Other Wrestling Memorabilia,31677,,
75690,2,Other Sports Memorabilia,64482,,
2897,3,Athletics,75690,,
2846,3,Australian Rules Football,75690,,
24410,3,Baseball,75690,,
53,4,Autographs,24410,,
91570,4,Badges/ Pins,24410,,
68346,4,Clothing,24410,,
27265,4,Photographs,24410,,
91571,4,Programmes,24410,,
213,4,Trading Cards,24410,,
204,4,Other Baseball,24410,,
24442,3,Basketball,75690,,
2826,4,Autographs,24442,,
91573,4,Badges/ Pins,24442,,
68347,4,Clothing,24442,,
27270,4,Photographs,24442,,
91572,4,Programmes,24442,,
214,4,Trading Cards,24442,,
205,4,Other Basketball,24442,,
2855,3,Cycling,75690,,
86984,3,Darts,75690,,
2858,3,Equestrian,75690,,
101756,3,Gaelic Sports,75690,,
101757,3,Greyhound Racing,75690,,
2867,3,Gymnastics,75690,,
101758,3,Hunting,75690,,
72564,3,Rowing,75690,,
106586,3,Skating,75690,,
2892,3,Snooker/ Pool/ Billiards,75690,,
2895,3,Swimming,75690,,
2884,3,Winter Sports,75690,,
203,3,Other Sports Memorabilia,75690,,
260,1,Stamps,260,,
3499,2,Great Britain,260,,
65152,3,Elizabeth II,3499,,
65153,4,Pre-Decimal (1952-1971),65152,,
3506,4,Decimal (1971-Now),65152,,
70090,4,Machin Definitives,65152,,
3508,3,George VI,3499,,
3507,3,Edward VIII,3499,,
3509,3,George V,3499,,
3510,3,Edward VII,3499,,
